name	system	score	length	NonEffector.prob	T1SE.prob	T2SE.prob	T3SE.prob	T4SE.prob	T6SE.prob	assembly	replicon	protein_id	location	annotation	locus_tag	gene
CP004025.1_prot_3568	III	0.978	292	0.0061	0.0002	0.0002	0.978	0.0124	0.003	GCA_000331735	CP004025.1	AGC44927.1	4604932..4605810	JmjC domain-containing protein	MYSTI_03621	
CP004025.1_prot_3569	III	0.7407	132	0.0172	0.0001	0.0	0.7407	0.2388	0.0032	GCA_000331735	CP004025.1	AGC44928.1	complement(4605728..4606126)	hypothetical protein	MYSTI_03622	
CP004025.1_prot_3570	III	0.9985	423	0.0002	0.0001	0.0	0.9985	0.0003	0.0009	GCA_000331735	CP004025.1	AGC44929.1	complement(4606135..4607406)	hypothetical protein	MYSTI_03623	
CP004025.1_prot_3579	VI	0.8784	246	0.0399	0.0068	0.002	0.061	0.0119	0.8784	GCA_000331735	CP004025.1	AGC44938.1	4616090..4616830	peptidoglycan-binding domain 1 protein	MYSTI_03632	
CP004025.1_prot_3580	III	0.9262	424	0.0009	0.0097	0.0007	0.9262	0.0422	0.0203	GCA_000331735	CP004025.1	AGC44939.1	complement(4616802..4618076)	endonuclease/exonuclease/phosphatase	MYSTI_03633	
CP004025.1_prot_3583	III	0.5029	273	0.1872	0.0002	0.0002	0.5029	0.3078	0.0016	GCA_000331735	CP004025.1	AGC44942.1	4620176..4620997	amino acid adenylation protein	MYSTI_03636	
CP004025.1_prot_3584	III	0.7116	330	0.25	0.0009	0.0012	0.7116	0.0309	0.0054	GCA_000331735	CP004025.1	AGC44943.1	4620994..4621986	hypothetical protein	MYSTI_03637	
CP004025.1_prot_3595	III	0.6258	1550	0.046	0.0016	0.0007	0.6258	0.314	0.0118	GCA_000331735	CP004025.1	AGC44954.1	complement(4634733..4639385)	hypothetical protein	MYSTI_03648	
CP004025.1_prot_3597	III	0.9538	114	0.0358	0.0008	0.0004	0.9538	0.0057	0.0035	GCA_000331735	CP004025.1	AGC44956.1	4640887..4641231	hypothetical protein	MYSTI_03650	
CP004025.1_prot_3605	III	0.9725	316	0.006	0.0023	0.001	0.9725	0.0146	0.0035	GCA_000331735	CP004025.1	AGC44964.1	4645476..4646426	hypothetical protein	MYSTI_03658	
CP004025.1_prot_3612	III	0.99	345	0.0013	0.0001	0.0001	0.99	0.0062	0.0023	GCA_000331735	CP004025.1	AGC44971.1	complement(4656608..4657645)	hypothetical protein	MYSTI_03665	
CP004025.1_prot_3620	III	0.5594	276	0.3196	0.0071	0.0019	0.5594	0.0755	0.0366	GCA_000331735	CP004025.1	AGC44979.1	complement(4664877..4665707)	hypothetical protein	MYSTI_03673	
CP004025.1_prot_3621	III	0.9287	152	0.0018	0.0064	0.0002	0.9287	0.0077	0.0551	GCA_000331735	CP004025.1	AGC44980.1	complement(4665811..4666269)	hypothetical protein	MYSTI_03674	
CP004025.1_prot_3626	III	0.4602	128	0.2557	0.0014	0.0034	0.4602	0.233	0.0463	GCA_000331735	CP004025.1	AGC44985.1	complement(4669821..4670207)	hypothetical protein	MYSTI_03679	
CP004025.1_prot_3633	III	0.991	405	0.0	0.0063	0.0014	0.991	0.0006	0.0007	GCA_000331735	CP004025.1	AGC44992.1	complement(4678504..4679721)	preprotein convertase P-domain/extracellular ribounuclease domain-containing protein	MYSTI_03686	
CP004025.1_prot_3637	III	0.9644	245	0.0179	0.0009	0.0002	0.9644	0.0152	0.0014	GCA_000331735	CP004025.1	AGC44996.1	complement(4681997..4682734)	hypothetical protein	MYSTI_03690	
CP004025.1_prot_3644	III	0.9048	600	0.023	0.0004	0.0001	0.9048	0.0673	0.0044	GCA_000331735	CP004025.1	AGC45003.1	complement(4688747..4690549)	response regulator	MYSTI_03697	
CP004025.1_prot_3650	III	0.951	718	0.0214	0.0002	0.0002	0.951	0.0262	0.001	GCA_000331735	CP004025.1	AGC45009.1	complement(4696865..4699021)	sensory box histidine kinase	MYSTI_03703	
CP004025.1_prot_3652	III	0.6332	394	0.183	0.008	0.001	0.6332	0.0875	0.0871	GCA_000331735	CP004025.1	AGC45011.1	4700315..4701499	hypothetical protein	MYSTI_03705	
CP004025.1_prot_3654	III	0.9098	233	0.0405	0.0005	0.0002	0.9098	0.0449	0.0042	GCA_000331735	CP004025.1	AGC45013.1	4702862..4703563	response regulator	MYSTI_03707	
CP004025.1_prot_3681	III	0.6261	495	0.0948	0.0006	0.0003	0.6261	0.2644	0.0138	GCA_000331735	CP004025.1	AGC45040.1	4731131..4732618	TPR repeat-containing ClpX C4-type zinc finger protein	MYSTI_03734	
CP004025.1_prot_3689	III	0.9482	354	0.0239	0.0006	0.0003	0.9482	0.0221	0.0049	GCA_000331735	CP004025.1	AGC45048.1	complement(4742478..4743542)	MIP family channel protein	MYSTI_03742	
CP004025.1_prot_3703	III	0.9992	192	0.0	0.0001	0.0	0.9992	0.0005	0.0	GCA_000331735	CP004025.1	AGC45062.1	complement(4759471..4760049)	hypothetical protein	MYSTI_03756	
CP004025.1_prot_3704	III	0.6625	156	0.0592	0.0019	0.0003	0.6625	0.2289	0.0474	GCA_000331735	CP004025.1	AGC45063.1	4760148..4760618	hypothetical protein	MYSTI_03757	
CP004025.1_prot_3716	III	0.7951	438	0.0253	0.0009	0.0001	0.7951	0.1563	0.0223	GCA_000331735	CP004025.1	AGC45075.1	4777693..4779009	hypothetical protein	MYSTI_03769	
CP004025.1_prot_3717	III	0.5109	311	0.3162	0.0002	0.0003	0.5109	0.1691	0.0033	GCA_000331735	CP004025.1	AGC45076.1	complement(4779002..4779937)	hypothetical protein	MYSTI_03770	
CP004025.1_prot_3728	III	0.6498	398	0.0851	0.0023	0.0111	0.6498	0.1879	0.0639	GCA_000331735	CP004025.1	AGC45087.1	4792656..4793852	hypothetical protein	MYSTI_03781	
CP004025.1_prot_3732	III	0.6515	274	0.1298	0.0008	0.0001	0.6515	0.2111	0.0067	GCA_000331735	CP004025.1	AGC45091.1	complement(4797166..4797990)	hypothetical protein	MYSTI_03785	
CP004025.1_prot_3733	III	0.9108	271	0.0542	0.0005	0.0005	0.9108	0.0318	0.0022	GCA_000331735	CP004025.1	AGC45092.1	complement(4798227..4799042)	acetyltransferase	MYSTI_03786	
CP004025.1_prot_3735	VI	0.6218	177	0.0045	0.0156	0.0009	0.319	0.0382	0.6218	GCA_000331735	CP004025.1	AGC45094.1	4800740..4801273	hypothetical protein	MYSTI_03788	
CP004025.1_prot_3736	III	0.5669	272	0.0845	0.0008	0.0002	0.5669	0.335	0.0126	GCA_000331735	CP004025.1	AGC45095.1	4801292..4802110	hypothetical protein	MYSTI_03789	
CP004025.1_prot_3738	III	0.9768	300	0.0016	0.0015	0.0008	0.9768	0.0094	0.0098	GCA_000331735	CP004025.1	AGC45097.1	4804513..4805415	protein-tyrosine phosphatase 2	MYSTI_03791	
CP004025.1_prot_3739	III	0.8614	565	0.0563	0.0009	0.0006	0.8614	0.0768	0.0041	GCA_000331735	CP004025.1	AGC45098.1	4805426..4807123	hypothetical protein	MYSTI_03792	
CP004025.1_prot_3741	III	0.9181	344	0.0234	0.0018	0.001	0.9181	0.0516	0.004	GCA_000331735	CP004025.1	AGC45100.1	complement(4807781..4808815)	alpha/beta fold family hydrolase	MYSTI_03794	
CP004025.1_prot_3743	III	0.854	732	0.0032	0.0014	0.0001	0.854	0.09	0.0513	GCA_000331735	CP004025.1	AGC45102.1	complement(4809818..4812016)	hypothetical protein	MYSTI_03796	
CP004025.1_prot_3755	III	0.4372	284	0.1747	0.003	0.0012	0.4372	0.366	0.0179	GCA_000331735	CP004025.1	AGC45114.1	complement(4826056..4826910)	response regulator FrzZ	MYSTI_03808	
CP004025.1_prot_3756	III	0.9473	160	0.045	0.0005	0.0001	0.9473	0.0049	0.0022	GCA_000331735	CP004025.1	AGC45115.1	4827080..4827562	frizzy aggregation protein A	MYSTI_03809	
CP004025.1_prot_3757	III	0.9164	129	0.0353	0.0003	0.0001	0.9164	0.0465	0.0014	GCA_000331735	CP004025.1	AGC45116.1	4827559..4827948	frizzy aggegation protein B	MYSTI_03810	
CP004025.1_prot_3761	III	0.3579	589	0.2806	0.0006	0.0005	0.3579	0.3548	0.0055	GCA_000331735	CP004025.1	AGC45120.1	4832562..4834331	protein methyltransferase FrzF	MYSTI_03814	
CP004025.1_prot_3765	III	0.9969	381	0.0003	0.0	0.0	0.9969	0.0024	0.0004	GCA_000331735	CP004025.1	AGC45124.1	4837758..4838903	hypothetical protein	MYSTI_03818	
CP004025.1_prot_3770	III	0.5748	69	0.0478	0.0016	0.0002	0.5748	0.3691	0.0066	GCA_000331735	CP004025.1	AGC45129.1	4845489..4845698	hypothetical protein	MYSTI_03823	
CP004025.1_prot_3781	III	0.6172	396	0.2736	0.0018	0.0011	0.6172	0.0719	0.0344	GCA_000331735	CP004025.1	AGC45140.1	complement(4856285..4857475)	ankyrin	MYSTI_03834	
CP004025.1_prot_3783	III	0.8749	103	0.0077	0.0388	0.003	0.8749	0.0192	0.0563	GCA_000331735	CP004025.1	AGC45142.1	complement(4858286..4858597)	carotenogenesis protein carS	MYSTI_03836	
CP004025.1_prot_3784	III	0.612	221	0.0802	0.0005	0.0005	0.612	0.3057	0.0011	GCA_000331735	CP004025.1	AGC45143.1	complement(4858594..4859259)	carotenogenesis protein CarR	MYSTI_03837	
CP004025.1_prot_3787	VI	0.3819	160	0.3569	0.0756	0.0846	0.0563	0.0448	0.3819	GCA_000331735	CP004025.1	AGC45146.1	4861269..4861751	FKBP-type peptidylprolyl cis-trans isomerase	MYSTI_03840	
CP004025.1_prot_3788	III	0.9808	398	0.0011	0.0001	0.0001	0.9808	0.0165	0.0013	GCA_000331735	CP004025.1	AGC45147.1	4861877..4863073	cyclic nucleotide-binding domain-containing protein	MYSTI_03841	
CP004025.1_prot_3794	III	0.2721	494	0.0229	0.1777	0.2375	0.2721	0.21	0.0798	GCA_000331735	CP004025.1	AGC45153.1	complement(4869128..4870612)	putative lipoprotein	MYSTI_03847	
CP004025.1_prot_3800	III	0.4857	177	0.2286	0.0022	0.0011	0.4857	0.022	0.2604	GCA_000331735	CP004025.1	AGC45159.1	4880924..4881457	hypothetical protein	MYSTI_03853	
CP004025.1_prot_3803	III	0.3797	401	0.0407	0.03	0.3332	0.3797	0.0415	0.1749	GCA_000331735	CP004025.1	AGC45162.1	4886050..4887255	glycosyl hydrolase	MYSTI_03856	
CP004025.1_prot_3804	VI	0.943	189	0.0063	0.0437	0.0051	0.0008	0.001	0.943	GCA_000331735	CP004025.1	AGC45163.1	complement(4887322..4887891)	penicillin-resistant DD-carboxypeptidase	MYSTI_03857	
CP004025.1_prot_3810	III	0.5657	90	0.4222	0.0039	0.001	0.5657	0.003	0.0042	GCA_000331735	CP004025.1	AGC45169.1	4891767..4892039	ThiS family protein	MYSTI_03863	
CP004025.1_prot_3811	III	0.9929	213	0.0008	0.0006	0.0	0.9929	0.0009	0.0047	GCA_000331735	CP004025.1	AGC45170.1	4892046..4892687	hypothetical protein	MYSTI_03864	
CP004025.1_prot_3824	III	0.7414	745	0.0434	0.0058	0.0034	0.7414	0.099	0.107	GCA_000331735	CP004025.1	AGC45183.1	complement(4908057..4910294)	hypothetical protein	MYSTI_03877	
CP004025.1_prot_3825	III	0.6034	638	0.3417	0.0034	0.0007	0.6034	0.034	0.0167	GCA_000331735	CP004025.1	AGC45184.1	4910529..4912445	serine/threonine protein kinase	MYSTI_03878	
CP004025.1_prot_3830	III	0.7226	226	0.1795	0.0011	0.0003	0.7226	0.085	0.0114	GCA_000331735	CP004025.1	AGC45189.1	4918269..4918949	putative sensor histidine kinase	MYSTI_03883	
CP004025.1_prot_3840	III	0.6439	99	0.0825	0.0001	0.0002	0.6439	0.2728	0.0005	GCA_000331735	CP004025.1	AGC45199.1	complement(4930702..4931001)	hypothetical protein	MYSTI_03893	
CP004025.1_prot_3841	III	0.4336	867	0.024	0.0468	0.099	0.4336	0.1251	0.2716	GCA_000331735	CP004025.1	AGC45200.1	4931175..4933778	hypothetical protein	MYSTI_03894	
CP004025.1_prot_3843	VI	0.338	679	0.232	0.0157	0.0035	0.3256	0.0852	0.338	GCA_000331735	CP004025.1	AGC45202.1	complement(4934791..4936830)	acyltransferase	MYSTI_03896	
CP004025.1_prot_3850	III	0.7813	538	0.007	0.0405	0.0748	0.7813	0.0498	0.0467	GCA_000331735	CP004025.1	AGC45209.1	complement(4942563..4944179)	hypothetical protein	MYSTI_03903	
CP004025.1_prot_3856	III	0.5751	160	0.1553	0.0005	0.0003	0.5751	0.268	0.0008	GCA_000331735	CP004025.1	AGC45215.1	complement(4951008..4951490)	hypothetical protein	MYSTI_03909	
CP004025.1_prot_3857	III	0.7569	209	0.0103	0.0012	0.0002	0.7569	0.035	0.1963	GCA_000331735	CP004025.1	AGC45216.1	4951683..4952312	hypothetical protein	MYSTI_03910	
CP004025.1_prot_3860	III	0.944	390	0.0293	0.0005	0.0001	0.944	0.0067	0.0194	GCA_000331735	CP004025.1	AGC45219.1	4954837..4956009	hypothetical protein	MYSTI_03913	
CP004025.1_prot_3870	III	0.7048	289	0.283	0.0008	0.0003	0.7048	0.0012	0.0099	GCA_000331735	CP004025.1	AGC45229.1	5001824..5002693	RecA protein	MYSTI_03923	
CP004025.1_prot_3871	III	0.4681	502	0.4346	0.0015	0.0007	0.4681	0.0819	0.0132	GCA_000331735	CP004025.1	AGC45230.1	5002703..5004211	hypothetical protein	MYSTI_03924	
CP004025.1_prot_3874	III	0.967	177	0.0256	0.0008	0.0001	0.967	0.003	0.0035	GCA_000331735	CP004025.1	AGC45233.1	complement(5005663..5006196)	FHA domain-containing protein	MYSTI_03927	
CP004025.1_prot_3876	III	0.8443	500	0.1228	0.006	0.002	0.8443	0.0221	0.0027	GCA_000331735	CP004025.1	AGC45235.1	complement(5007317..5008819)	ABC transporter ATP-binding protein	MYSTI_03929	
CP004025.1_prot_3881	VI	0.9815	420	0.0002	0.007	0.0004	0.0095	0.0015	0.9815	GCA_000331735	CP004025.1	AGC45240.1	5014962..5016224	hypothetical protein	MYSTI_03934	
CP004025.1_prot_3882	III	0.5566	1024	0.0005	0.0093	0.0009	0.5566	0.1721	0.2605	GCA_000331735	CP004025.1	AGC45241.1	5016259..5019333	murine toxin	MYSTI_03935	
CP004025.1_prot_3886	III	0.8103	951	0.0626	0.0187	0.0046	0.8103	0.0625	0.0413	GCA_000331735	CP004025.1	AGC45245.1	5024215..5027070	PDZ domain-containing protein	MYSTI_03939	
CP004025.1_prot_3891	III	0.9232	350	0.0417	0.0007	0.0004	0.9232	0.0233	0.0106	GCA_000331735	CP004025.1	AGC45250.1	5032974..5034026	alpha/beta fold family hydrolase	MYSTI_03944	
CP004025.1_prot_3896	III	0.4936	379	0.3473	0.0025	0.0017	0.4936	0.1502	0.0047	GCA_000331735	CP004025.1	AGC45255.1	5040511..5041650	hypothetical protein	MYSTI_03949	
CP004025.1_prot_3898	III	0.7207	285	0.0669	0.0011	0.0005	0.7207	0.2068	0.004	GCA_000331735	CP004025.1	AGC45257.1	5042316..5043173	short chain dehydrogenase/reductase family oxidoreductase	MYSTI_03951	
CP004025.1_prot_3901	III	0.858	448	0.0953	0.002	0.001	0.858	0.0278	0.016	GCA_000331735	CP004025.1	AGC45260.1	complement(5045819..5047165)	pyridine nucleotide-disulfide oxidoreductase	MYSTI_03954	
CP004025.1_prot_3908	III	0.9246	284	0.0416	0.0001	0.0001	0.9246	0.0175	0.016	GCA_000331735	CP004025.1	AGC45267.1	5056506..5057360	hypothetical protein	MYSTI_03961	
CP004025.1_prot_3909	VI	0.9498	775	0.0012	0.0192	0.0004	0.0248	0.0046	0.9498	GCA_000331735	CP004025.1	AGC45268.1	complement(5057380..5059707)	hypothetical protein	MYSTI_03962	
CP004025.1_prot_3914	III	0.7132	937	0.0107	0.0278	0.032	0.7132	0.172	0.0443	GCA_000331735	CP004025.1	AGC45273.1	complement(5063837..5066650)	hyalin repeat-containing protein	MYSTI_03967	
CP004025.1_prot_3923	III	0.8402	283	0.0091	0.001	0.0003	0.8402	0.1458	0.0036	GCA_000331735	CP004025.1	AGC45282.1	complement(5081067..5081918)	metallophosphoesterase	MYSTI_03976	
CP004025.1_prot_3924	III	0.9004	918	0.0014	0.0022	0.0005	0.9004	0.0074	0.0881	GCA_000331735	CP004025.1	AGC45283.1	complement(5081929..5084685)	cardiolipin synthase	MYSTI_03977	
CP004025.1_prot_3927	III	0.8391	252	0.0995	0.0012	0.0004	0.8391	0.0579	0.002	GCA_000331735	CP004025.1	AGC45286.1	complement(5087029..5087787)	ABC transporter ATP-binding protein	MYSTI_03980	
CP004025.1_prot_3930	III	0.9776	232	0.0128	0.0007	0.0002	0.9776	0.0076	0.0011	GCA_000331735	CP004025.1	AGC45289.1	complement(5089318..5090016)	ABC transporter ATP-binding protein	MYSTI_03983	
CP004025.1_prot_3940	III	0.449	223	0.1594	0.0025	0.0262	0.449	0.3104	0.0526	GCA_000331735	CP004025.1	AGC45299.1	5111622..5112293	hypothetical protein	MYSTI_03998	
CP004025.1_prot_3947	III	0.7245	292	0.2388	0.0034	0.0018	0.7245	0.0139	0.0176	GCA_000331735	CP004025.1	AGC45306.1	5118666..5119544	AraC family transcriptional regulator	MYSTI_04005	
CP004025.1_prot_3948	III	0.9369	349	0.0015	0.0002	0.0001	0.9369	0.0593	0.0021	GCA_000331735	CP004025.1	AGC45307.1	5119690..5120739	hypothetical protein	MYSTI_04006	
CP004025.1_prot_3954	III	0.8632	685	0.0003	0.0784	0.0083	0.8632	0.0018	0.048	GCA_000331735	CP004025.1	AGC45313.1	5128264..5130321	LamG domain-containing protein	MYSTI_04012	
CP004025.1_prot_3961	VI	0.9244	424	0.0001	0.0416	0.002	0.0299	0.002	0.9244	GCA_000331735	CP004025.1	AGC45320.1	5135902..5137176	hypothetical protein	MYSTI_04019	
CP004025.1_prot_3971	VI	0.307	713	0.047	0.2182	0.1116	0.1292	0.1871	0.307	GCA_000331735	CP004025.1	AGC45330.1	5146660..5148801	hypothetical protein	MYSTI_04029	
CP004025.1_prot_3978	VI	0.3927	481	0.0715	0.1229	0.2688	0.0496	0.0945	0.3927	GCA_000331735	CP004025.1	AGC45337.1	5155920..5157365	putative lipoprotein	MYSTI_04036	
CP004025.1_prot_3981	III	0.7019	570	0.1172	0.0032	0.0007	0.7019	0.0084	0.1687	GCA_000331735	CP004025.1	AGC45340.1	5160124..5161836	hypothetical protein	MYSTI_04039	
CP004025.1_prot_3993	III	0.5583	478	0.1939	0.0002	0.0008	0.5583	0.2139	0.0329	GCA_000331735	CP004025.1	AGC45352.1	complement(5178823..5180259)	putative adenylate cyclase	MYSTI_04051	
CP004025.1_prot_4002	III	0.7478	112	0.0349	0.0004	0.0	0.7478	0.2157	0.0012	GCA_000331735	CP004025.1	AGC45361.1	5188261..5188599	hypothetical protein	MYSTI_04060	
CP004025.1_prot_4006	III	0.6872	326	0.2445	0.0003	0.0001	0.6872	0.0521	0.0157	GCA_000331735	CP004025.1	AGC45365.1	5191820..5192800	hypothetical protein	MYSTI_04064	
CP004025.1_prot_4009	III	0.6481	394	0.0693	0.0002	0.0002	0.6481	0.2803	0.002	GCA_000331735	CP004025.1	AGC45368.1	complement(5194138..5195322)	hypothetical protein	MYSTI_04067	
CP004025.1_prot_4021	III	0.7675	557	0.2083	0.0006	0.0011	0.7675	0.0217	0.0009	GCA_000331735	CP004025.1	AGC45380.1	5210816..5212489	hypothetical protein	MYSTI_04079	
CP004025.1_prot_4050	VI	0.3785	220	0.1624	0.0061	0.0007	0.3636	0.0886	0.3785	GCA_000331735	CP004025.1	AGC45409.1	5244964..5245626	hypothetical protein	MYSTI_04108	
CP004025.1_prot_4052	III	0.4575	200	0.0083	0.0006	0.0019	0.4575	0.4335	0.0982	GCA_000331735	CP004025.1	AGC45411.1	5246729..5247331	hypothetical protein	MYSTI_04111	
CP004025.1_prot_4073	VI	0.5156	222	0.3721	0.003	0.0005	0.0753	0.0334	0.5156	GCA_000331735	CP004025.1	AGC45432.1	complement(5267562..5268230)	hypothetical protein	MYSTI_04132	
CP004025.1_prot_4075	III	0.9912	174	0.0023	0.0002	0.0	0.9912	0.0036	0.0026	GCA_000331735	CP004025.1	AGC45434.1	5269873..5270397	hypothetical protein	MYSTI_04134	
CP004025.1_prot_4088	III	0.9887	425	0.0022	0.0009	0.0002	0.9887	0.0044	0.0036	GCA_000331735	CP004025.1	AGC45447.1	5325567..5326844	hypothetical protein	MYSTI_04147	
CP004025.1_prot_4089	III	0.9951	88	0.0008	0.0006	0.0001	0.9951	0.0027	0.0006	GCA_000331735	CP004025.1	AGC45448.1	5326834..5327100	hypothetical protein	MYSTI_04148	
CP004025.1_prot_4090	III	0.8209	145	0.1153	0.0014	0.0003	0.8209	0.0606	0.0016	GCA_000331735	CP004025.1	AGC45449.1	5327090..5327527	hypothetical protein	MYSTI_04149	
CP004025.1_prot_4091	III	0.7698	91	0.0642	0.0007	0.0002	0.7698	0.1416	0.0235	GCA_000331735	CP004025.1	AGC45450.1	5327524..5327799	hypothetical protein	MYSTI_04150	
CP004025.1_prot_4092	III	0.8811	132	0.0152	0.001	0.0001	0.8811	0.009	0.0936	GCA_000331735	CP004025.1	AGC45451.1	5327796..5328194	hypothetical protein	MYSTI_04151	
CP004025.1_prot_4094	III	0.8663	87	0.085	0.0031	0.0004	0.8663	0.0407	0.0045	GCA_000331735	CP004025.1	AGC45453.1	complement(5330427..5330690)	hypothetical protein	MYSTI_04153	
CP004025.1_prot_4095	III	0.9671	346	0.0005	0.0005	0.0	0.9671	0.0235	0.0084	GCA_000331735	CP004025.1	AGC45454.1	5331028..5332068	hypothetical protein	MYSTI_04154	
CP004025.1_prot_4096	III	0.7154	251	0.2649	0.0003	0.0003	0.7154	0.0131	0.006	GCA_000331735	CP004025.1	AGC45455.1	5332068..5332823	hypothetical protein	MYSTI_04155	
CP004025.1_prot_4098	III	0.7846	475	0.0019	0.0017	0.0002	0.7846	0.21	0.0016	GCA_000331735	CP004025.1	AGC45457.1	5333034..5334461	hypothetical protein	MYSTI_04157	
CP004025.1_prot_4099	VI	0.9632	311	0.0043	0.0075	0.0003	0.0165	0.0082	0.9632	GCA_000331735	CP004025.1	AGC45458.1	5334835..5335770	hypothetical protein	MYSTI_04158	
CP004025.1_prot_4100	III	0.922	137	0.012	0.0026	0.0007	0.922	0.0488	0.014	GCA_000331735	CP004025.1	AGC45459.1	5335767..5336180	hypothetical protein	MYSTI_04159	
CP004025.1_prot_4102	III	0.8894	309	0.002	0.017	0.001	0.8894	0.0013	0.0893	GCA_000331735	CP004025.1	AGC45461.1	5336672..5337601	hypothetical protein	MYSTI_04161	
CP004025.1_prot_4103	VI	0.7171	240	0.0092	0.0114	0.0003	0.1902	0.0719	0.7171	GCA_000331735	CP004025.1	AGC45462.1	5337605..5338327	hypothetical protein	MYSTI_04162	
CP004025.1_prot_4104	III	0.5312	216	0.302	0.0097	0.0019	0.5312	0.0954	0.0598	GCA_000331735	CP004025.1	AGC45463.1	5338338..5338988	class I chitinase	MYSTI_04163	
CP004025.1_prot_4106	III	0.646	155	0.0671	0.0075	0.0018	0.646	0.0604	0.2172	GCA_000331735	CP004025.1	AGC45465.1	complement(5339579..5340046)	hypothetical protein	MYSTI_04165	
CP004025.1_prot_4107	III	0.5751	209	0.1352	0.0016	0.005	0.5751	0.0585	0.2246	GCA_000331735	CP004025.1	AGC45466.1	complement(5340036..5340665)	hypothetical protein	MYSTI_04166	
CP004025.1_prot_4108	III	0.3771	181	0.3083	0.0006	0.0108	0.3771	0.2995	0.0038	GCA_000331735	CP004025.1	AGC45467.1	5341995..5342540	putative lipoprotein	MYSTI_04167	
CP004025.1_prot_4118	III	0.7806	286	0.0336	0.0017	0.0002	0.7806	0.1585	0.0253	GCA_000331735	CP004025.1	AGC45477.1	complement(5350970..5351830)	hypothetical protein	MYSTI_04177	
CP004025.1_prot_4137	III	0.6796	222	0.0782	0.0009	0.0002	0.6796	0.2302	0.0108	GCA_000331735	CP004025.1	AGC45496.1	complement(5375286..5375954)	response regulator	MYSTI_04197	
CP004025.1_prot_4140	III	0.9492	579	0.0073	0.0008	0.0002	0.9492	0.0411	0.0014	GCA_000331735	CP004025.1	AGC45499.1	5378236..5379975	response regulator	MYSTI_04201	
CP004025.1_prot_4143	III	0.9852	304	0.0026	0.0002	0.0001	0.9852	0.0088	0.003	GCA_000331735	CP004025.1	AGC45502.1	complement(5381654..5382568)	hypothetical protein	MYSTI_04204	
CP004025.1_prot_4144	III	0.9636	60	0.0031	0.0005	0.0	0.9636	0.0319	0.001	GCA_000331735	CP004025.1	AGC45503.1	complement(5382556..5382738)	hypothetical protein	MYSTI_04205	
CP004025.1_prot_4145	III	0.3857	1034	0.0415	0.0339	0.2943	0.3857	0.2112	0.0333	GCA_000331735	CP004025.1	AGC45504.1	complement(5382735..5385839)	PQQ repeat-containing protein	MYSTI_04206	
CP004025.1_prot_4146	VI	0.4969	169	0.0399	0.0112	0.021	0.2576	0.1734	0.4969	GCA_000331735	CP004025.1	AGC45505.1	complement(5385856..5386365)	putative lipoprotein	MYSTI_04207	
CP004025.1_prot_4147	III	0.6907	98	0.2392	0.001	0.0002	0.6907	0.0531	0.0158	GCA_000331735	CP004025.1	AGC45506.1	complement(5386365..5386661)	hypothetical protein	MYSTI_04208	
CP004025.1_prot_4148	III	0.8426	112	0.0425	0.0017	0.0003	0.8426	0.0919	0.0209	GCA_000331735	CP004025.1	AGC45507.1	complement(5386658..5386996)	peptidase S24-like domain-containing protein	MYSTI_04209	
CP004025.1_prot_4151	III	0.7572	238	0.1727	0.0001	0.0017	0.7572	0.0621	0.0062	GCA_000331735	CP004025.1	AGC45510.1	complement(5389352..5390068)	hypothetical protein	MYSTI_04212	
CP004025.1_prot_4160	III	0.8089	244	0.0314	0.0095	0.0482	0.8089	0.062	0.04	GCA_000331735	CP004025.1	AGC45519.1	5397792..5398526	hypothetical protein	MYSTI_04221	
CP004025.1_prot_4166	III	0.9731	109	0.0044	0.0003	0.0001	0.9731	0.0194	0.0027	GCA_000331735	CP004025.1	AGC45525.1	complement(5404782..5405111)	hypothetical protein	MYSTI_04227	
CP004025.1_prot_4167	III	0.9628	565	0.0138	0.0006	0.0011	0.9628	0.0204	0.0013	GCA_000331735	CP004025.1	AGC45526.1	5405196..5406893	HAD family hydrolase 5'-nucleotidase	MYSTI_04228	
